contract_multiplier,de_listed_date,exchange,listed_date,margin_rate,market_tplus,maturity_date,order_book_id,round_lot,symbol,trading_hours,type,underlying_order_book_id,underlying_symbol,order_book_id_symbol
300,2011-07-15,CFFEX,2011-05-23,0.15,0,2011-07-15,IF1107,1,沪深1107,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF,沪深1107(IF1107)
300,2011-11-18,CFFEX,2011-09-19,0.15,0,2011-11-18,IF1111,1,沪深1111,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF,沪深1111(IF1111)
300,2011-12-16,CFFEX,2011-04-18,0.15,0,2011-12-16,IF1112,1,沪深1112,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF,沪深1112(IF1112)
300,2012-01-20,CFFEX,2011-11-21,0.15,0,2012-01-20,IF1201,1,沪深1201,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF,沪深1201(IF1201)
10000,2017-12-08,CFFEX,2017-03-13,0.02,0,2017-12-08,TF1712,1,5年期国债1712,"09:16-11:30,13:01-15:15",Future,null,TF,5年期国债1712(TF1712)
10000,2017-12-08,CFFEX,2017-03-13,0.04,0,2017-12-08,T1712,1,10年期国债1712,"09:16-11:30,13:01-15:15",Future,null,T,10年期国债1712(T1712)
10000,2017-09-08,CFFEX,2016-12-12,0.04,0,2017-09-08,T1709,1,10年期国债1709,"09:16-11:30,13:01-15:15",Future,null,T,10年期国债1709(T1709)
10000,2017-09-08,CFFEX,2016-12-12,0.02,0,2017-09-08,TF1709,1,5年期国债1709,"09:16-11:30,13:01-15:15",Future,null,TF,5年期国债1709(TF1709)
10000,2017-06-09,CFFEX,2016-09-12,0.02,0,2017-06-09,TF1706,1,5年期国债1706,"09:16-11:30,13:01-15:15",Future,null,TF,5年期国债1706(TF1706)
10000,2016-12-09,CFFEX,2016-03-14,0.012,0,2016-12-09,TF1612,1,国债1612,"09:16-11:30,13:01-15:15",Future,null,TF,国债1612(TF1612)
10000,2016-09-09,CFFEX,2015-12-14,0.02,0,2016-09-09,T1609,1,长债1609,"09:16-11:30,13:01-15:15",Future,null,T,长债1609(T1609)
10000,2016-06-13,CFFEX,2015-09-14,0.012,0,2016-06-13,TF1606,1,国债1606,"09:16-11:30,13:01-15:15",Future,null,TF,国债1606(TF1606)
10000,2016-06-13,CFFEX,2015-09-14,0.02,0,2016-06-13,T1606,1,长债1606,"09:16-11:30,13:01-15:15",Future,null,T,长债1606(T1606)
10000,2015-12-11,CFFEX,2015-03-16,0.012,0,2015-12-11,TF1512,1,国债1512,"09:16-11:30,13:01-15:15",Future,null,TF,国债1512(TF1512)
10000,2016-03-11,CFFEX,2015-06-15,0.012,0,2016-03-11,TF1603,1,国债1603,"09:16-11:30,13:01-15:15",Future,null,TF,国债1603(TF1603)
10000,2016-03-11,CFFEX,2015-03-20,0.02,0,2016-03-11,T1603,1,长债1603,"09:16-11:30,13:01-15:15",Future,null,T,长债1603(T1603)
10000,2015-09-11,CFFEX,2015-03-20,0.02,0,2015-09-11,T1509,1,长债1509,"09:16-11:30,13:01-15:15",Future,null,T,长债1509(T1509)
10000,2015-12-11,CFFEX,2015-03-20,0.02,0,2015-12-11,T1512,1,长债1512,"09:16-11:30,13:01-15:15",Future,null,T,长债1512(T1512)
10000,2016-09-09,CFFEX,2015-12-14,0.012,0,2016-09-09,TF1609,1,国债1609,"09:16-11:30,13:01-15:15",Future,null,TF,国债1609(TF1609)
10000,2015-09-11,CFFEX,2014-12-15,0.015,0,2015-09-11,TF1509,1,国债1509,"09:16-11:30,13:01-15:15",Future,null,TF,国债1509(TF1509)
10000,2015-06-12,CFFEX,2014-09-15,0.015,0,2015-06-12,TF1506,1,国债1506,"09:16-11:30,13:01-15:15",Future,null,TF,国债1506(TF1506)
10000,2015-03-13,CFFEX,2014-06-16,0.015,0,2015-03-13,TF1503,1,国债1503,"09:16-11:30,13:01-15:15",Future,null,TF,国债1503(TF1503)
10000,2014-12-12,CFFEX,2014-03-17,0.015,0,2014-12-12,TF1412,1,国债1412,"09:16-11:30,13:01-15:15",Future,null,TF,国债1412(TF1412)
10000,2014-09-12,CFFEX,2013-12-16,0.02,0,2014-09-12,TF1409,1,国债1409,"09:16-11:30,13:01-15:15",Future,null,TF,国债1409(TF1409)
10000,2014-06-13,CFFEX,2013-09-06,0.02,0,2014-06-13,TF1406,1,国债1406,"09:16-11:30,13:01-15:15",Future,null,TF,国债1406(TF1406)
10000,2014-03-14,CFFEX,2013-09-06,0.02,0,2014-03-14,TF1403,1,国债1403,"09:16-11:30,13:01-15:15",Future,null,TF,国债1403(TF1403)
10000,2013-12-13,CFFEX,2013-09-06,0.03,0,2013-12-13,TF1312,1,国债1312,"09:16-11:30,13:01-15:15",Future,null,TF,国债1312(TF1312)
300,2010-05-21,CFFEX,2010-04-16,0.15,0,2010-05-21,IF1005,1,沪深1005,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF,沪深1005(IF1005)
300,2010-06-18,CFFEX,2010-04-16,0.15,0,2010-06-18,IF1006,1,沪深1006,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF,沪深1006(IF1006)
300,2010-07-16,CFFEX,2010-05-24,0.15,0,2010-07-16,IF1007,1,沪深1007,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF,沪深1007(IF1007)
300,2010-08-20,CFFEX,2010-06-21,0.15,0,2010-08-20,IF1008,1,沪深1008,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF,沪深1008(IF1008)
300,2010-09-17,CFFEX,2010-04-16,0.15,0,2010-09-17,IF1009,1,沪深1009,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF,沪深1009(IF1009)
300,2010-10-15,CFFEX,2010-08-23,0.15,0,2010-10-15,IF1010,1,沪深1010,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF,沪深1010(IF1010)
300,2010-11-19,CFFEX,2010-09-20,0.15,0,2010-11-19,IF1011,1,沪深1011,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF,沪深1011(IF1011)
300,2010-12-17,CFFEX,2010-04-16,0.15,0,2010-12-17,IF1012,1,沪深1012,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF,沪深1012(IF1012)
300,2011-01-21,CFFEX,2010-11-22,0.15,0,2011-01-21,IF1101,1,沪深1101,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF,沪深1101(IF1101)
300,2011-02-18,CFFEX,2010-12-20,0.15,0,2011-02-18,IF1102,1,沪深1102,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF,沪深1102(IF1102)
300,2011-04-15,CFFEX,2011-02-21,0.15,0,2011-04-15,IF1104,1,沪深1104,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF,沪深1104(IF1104)
300,2011-06-17,CFFEX,2010-10-18,0.15,0,2011-06-17,IF1106,1,沪深1106,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF,沪深1106(IF1106)
300,2012-09-21,CFFEX,2012-01-30,0.12,0,2012-09-21,IF1209,1,沪深1209,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF,沪深1209(IF1209)
300,2012-11-16,CFFEX,2012-09-24,0.12,0,2012-11-16,IF1211,1,沪深1211,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF,沪深1211(IF1211)
300,2012-10-19,CFFEX,2012-08-20,0.12,0,2012-10-19,IF1210,1,沪深1210,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF,沪深1210(IF1210)
300,2012-12-21,CFFEX,2012-04-23,0.12,0,2012-12-21,IF1212,1,沪深1212,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF,沪深1212(IF1212)
300,2013-03-15,CFFEX,2012-07-23,0.12,0,2013-03-15,IF1303,1,沪深1303,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF,沪深1303(IF1303)
300,2013-06-21,CFFEX,2012-10-22,0.12,0,2013-06-21,IF1306,1,沪深1306,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF,沪深1306(IF1306)
300,2013-01-18,CFFEX,2012-11-19,0.12,0,2013-01-18,IF1301,1,沪深1301,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF,沪深1301(IF1301)
300,2012-02-17,CFFEX,2011-12-19,0.15,0,2012-02-17,IF1202,1,沪深1202,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF,沪深1202(IF1202)
300,2012-04-20,CFFEX,2012-02-20,0.15,0,2012-04-20,IF1204,1,沪深1204,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF,沪深1204(IF1204)
300,2012-03-16,CFFEX,2011-07-18,0.15,0,2012-03-16,IF1203,1,沪深1203,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF,沪深1203(IF1203)
300,2012-05-18,CFFEX,2012-03-19,0.15,0,2012-05-18,IF1205,1,沪深1205,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF,沪深1205(IF1205)
300,2012-07-20,CFFEX,2012-05-21,0.12,0,2012-07-20,IF1207,1,沪深1207,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF,沪深1207(IF1207)
300,2012-06-15,CFFEX,2011-10-24,0.15,0,2012-06-15,IF1206,1,沪深1206,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF,沪深1206(IF1206)
300,2012-08-17,CFFEX,2012-06-18,0.12,0,2012-08-17,IF1208,1,沪深1208,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF,沪深1208(IF1208)
300,2013-09-23,CFFEX,2013-01-21,0.12,0,2013-09-23,IF1309,1,沪深1309,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF,沪深1309(IF1309)
300,2014-05-16,CFFEX,2014-03-24,0.12,0,2014-05-16,IF1405,1,沪深1405,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF,沪深1405(IF1405)
300,2013-02-18,CFFEX,2012-12-24,0.12,0,2013-02-18,IF1302,1,沪深1302,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF,沪深1302(IF1302)
300,2013-05-17,CFFEX,2013-03-18,0.12,0,2013-05-17,IF1305,1,沪深1305,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF,沪深1305(IF1305)
300,2013-07-19,CFFEX,2013-05-20,0.12,0,2013-07-19,IF1307,1,沪深1307,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF,沪深1307(IF1307)
300,2014-09-19,CFFEX,2014-01-20,0.1,0,2014-09-19,IF1409,1,沪深1409,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF,沪深1409(IF1409)
300,2014-12-19,CFFEX,2014-04-21,0.1,0,2014-12-19,IF1412,1,沪深1412,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF,沪深1412(IF1412)
300,2014-07-18,CFFEX,2014-05-19,0.12,0,2014-07-18,IF1407,1,沪深1407,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF,沪深1407(IF1407)
300,2014-10-17,CFFEX,2014-08-18,0.1,0,2014-10-17,IF1410,1,沪深1410,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF,沪深1410(IF1410)
300,2015-06-19,CFFEX,2014-10-20,0.1,0,2015-06-19,IF1506,1,沪深1506,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF,沪深1506(IF1506)
300,2015-05-15,CFFEX,2015-03-23,0.1,0,2015-05-15,IF1505,1,沪深1505,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF,沪深1505(IF1505)
200,2015-12-18,CFFEX,2015-04-16,0.4,0,2015-12-18,IC1512,1,中证1512,"09:31-11:30,13:01-15:00",Future,000905.XSHG,IC,中证1512(IC1512)
300,2015-05-15,CFFEX,2015-04-16,0.1,0,2015-05-15,IH1505,1,上证1505,"09:31-11:30,13:01-15:00",Future,000016.XSHG,IH,上证1505(IH1505)
300,2015-12-18,CFFEX,2015-04-16,0.4,0,2015-12-18,IH1512,1,上证1512,"09:31-11:30,13:01-15:00",Future,000016.XSHG,IH,上证1512(IH1512)
300,2015-06-19,CFFEX,2015-04-16,0.1,0,2015-06-19,IH1506,1,上证1506,"09:31-11:30,13:01-15:00",Future,000016.XSHG,IH,上证1506(IH1506)
200,2015-09-18,CFFEX,2015-04-16,0.4,0,2015-09-18,IC1509,1,中证1509,"09:31-11:30,13:01-15:00",Future,000905.XSHG,IC,中证1509(IC1509)
300,2015-09-18,CFFEX,2015-04-16,0.4,0,2015-09-18,IH1509,1,上证1509,"09:31-11:30,13:01-15:00",Future,000016.XSHG,IH,上证1509(IH1509)
200,2015-05-15,CFFEX,2015-04-16,0.1,0,2015-05-15,IC1505,1,中证1505,"09:31-11:30,13:01-15:00",Future,000905.XSHG,IC,中证1505(IC1505)
200,2015-06-19,CFFEX,2015-04-16,0.1,0,2015-06-19,IC1506,1,中证1506,"09:31-11:30,13:01-15:00",Future,000905.XSHG,IC,中证1506(IC1506)
200,2015-08-21,CFFEX,2015-06-23,0.1,0,2015-08-21,IC1508,1,中证1508,"09:31-11:30,13:01-15:00",Future,000905.XSHG,IC,中证1508(IC1508)
300,2013-12-20,CFFEX,2013-04-22,0.12,0,2013-12-20,IF1312,1,沪深1312,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF,沪深1312(IF1312)
300,2014-03-21,CFFEX,2013-07-22,0.12,0,2014-03-21,IF1403,1,沪深1403,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF,沪深1403(IF1403)
300,2015-02-25,CFFEX,2014-12-22,0.1,0,2015-02-25,IF1502,1,沪深1502,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF,沪深1502(IF1502)
300,2013-10-18,CFFEX,2013-08-19,0.12,0,2013-10-18,IF1310,1,沪深1310,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF,沪深1310(IF1310)
300,2011-05-20,CFFEX,2011-03-21,0.15,0,2011-05-20,IF1105,1,沪深1105,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF,沪深1105(IF1105)
300,2011-03-18,CFFEX,2010-07-19,0.15,0,2011-03-18,IF1103,1,沪深1103,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF,沪深1103(IF1103)
300,2015-09-18,CFFEX,2015-01-19,0.4,0,2015-09-18,IF1509,1,沪深1509,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF,沪深1509(IF1509)
300,2015-12-18,CFFEX,2015-04-20,0.4,0,2015-12-18,IF1512,1,沪深1512,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF,沪深1512(IF1512)
300,2015-04-17,CFFEX,2015-02-26,0.1,0,2015-04-17,IF1504,1,沪深1504,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF,沪深1504(IF1504)
300,2015-07-17,CFFEX,2015-05-18,0.1,0,2015-07-17,IF1507,1,沪深1507,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF,沪深1507(IF1507)
200,2015-07-17,CFFEX,2015-05-18,0.1,0,2015-07-17,IC1507,1,中证1507,"09:31-11:30,13:01-15:00",Future,000905.XSHG,IC,中证1507(IC1507)
300,2015-07-17,CFFEX,2015-05-18,0.1,0,2015-07-17,IH1507,1,上证1507,"09:31-11:30,13:01-15:00",Future,000016.XSHG,IH,上证1507(IH1507)
300,2015-08-21,CFFEX,2015-06-23,0.1,0,2015-08-21,IF1508,1,沪深1508,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF,沪深1508(IF1508)
300,2015-08-21,CFFEX,2015-06-23,0.1,0,2015-08-21,IH1508,1,上证1508,"09:31-11:30,13:01-15:00",Future,000016.XSHG,IH,上证1508(IH1508)
200,2016-03-18,CFFEX,2015-07-20,0.4,0,2016-03-18,IC1603,1,中证1603,"09:31-11:30,13:01-15:00",Future,000905.XSHG,IC,中证1603(IC1603)
300,2016-03-18,CFFEX,2015-07-20,0.4,0,2016-03-18,IH1603,1,上证1603,"09:31-11:30,13:01-15:00",Future,000016.XSHG,IH,上证1603(IH1603)
300,2016-03-18,CFFEX,2015-07-20,0.4,0,2016-03-18,IF1603,1,沪深1603,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF,沪深1603(IF1603)
300,2015-10-16,CFFEX,2015-08-24,0.4,0,2015-10-16,IH1510,1,上证1510,"09:31-11:30,13:01-15:00",Future,000016.XSHG,IH,上证1510(IH1510)
300,2013-04-19,CFFEX,2013-02-19,0.12,0,2013-04-19,IF1304,1,沪深1304,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF,沪深1304(IF1304)
300,2013-08-16,CFFEX,2013-06-24,0.12,0,2013-08-16,IF1308,1,沪深1308,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF,沪深1308(IF1308)
300,2013-11-15,CFFEX,2013-09-24,0.12,0,2013-11-15,IF1311,1,沪深1311,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF,沪深1311(IF1311)
300,2014-06-20,CFFEX,2013-10-21,0.12,0,2014-06-20,IF1406,1,沪深1406,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF,沪深1406(IF1406)
300,2014-01-17,CFFEX,2013-11-18,0.12,0,2014-01-17,IF1401,1,沪深1401,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF,沪深1401(IF1401)
300,2014-02-21,CFFEX,2013-12-23,0.12,0,2014-02-21,IF1402,1,沪深1402,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF,沪深1402(IF1402)
300,2014-08-15,CFFEX,2014-06-23,0.12,0,2014-08-15,IF1408,1,沪深1408,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF,沪深1408(IF1408)
300,2014-04-18,CFFEX,2014-02-24,0.12,0,2014-04-18,IF1404,1,沪深1404,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF,沪深1404(IF1404)
300,2015-03-20,CFFEX,2014-07-21,0.1,0,2015-03-20,IF1503,1,沪深1503,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF,沪深1503(IF1503)
300,2014-11-21,CFFEX,2014-09-22,0.1,0,2014-11-21,IF1411,1,沪深1411,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF,沪深1411(IF1411)
300,2015-01-16,CFFEX,2014-11-24,0.1,0,2015-01-16,IF1501,1,沪深1501,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF,沪深1501(IF1501)
200,2015-10-16,CFFEX,2015-08-24,0.4,0,2015-10-16,IC1510,1,中证1510,"09:31-11:30,13:01-15:00",Future,000905.XSHG,IC,中证1510(IC1510)
300,2015-10-16,CFFEX,2015-08-24,0.4,0,2015-10-16,IF1510,1,沪深1510,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF,沪深1510(IF1510)
200,2015-11-20,CFFEX,2015-09-21,0.4,0,2015-11-20,IC1511,1,中证1511,"09:31-11:30,13:01-15:00",Future,000905.XSHG,IC,中证1511(IC1511)
300,2016-01-15,CFFEX,2015-11-23,0.4,0,2016-01-15,IF1601,1,沪深1601,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF,沪深1601(IF1601)
200,2016-01-15,CFFEX,2015-11-23,0.4,0,2016-01-15,IC1601,1,中证1601,"09:31-11:30,13:01-15:00",Future,000905.XSHG,IC,中证1601(IC1601)
300,2016-01-15,CFFEX,2015-11-23,0.4,0,2016-01-15,IH1601,1,上证1601,"09:31-11:30,13:01-15:00",Future,000016.XSHG,IH,上证1601(IH1601)
300,2016-05-20,CFFEX,2016-03-21,0.4,0,2016-05-20,IH1605,1,上证1605,"09:31-11:30,13:01-15:00",Future,000016.XSHG,IH,上证1605(IH1605)
300,2016-05-20,CFFEX,2016-03-21,0.4,0,2016-05-20,IF1605,1,沪深1605,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF,沪深1605(IF1605)
200,2016-05-20,CFFEX,2016-03-21,0.4,0,2016-05-20,IC1605,1,中证1605,"09:31-11:30,13:01-15:00",Future,000905.XSHG,IC,中证1605(IC1605)
200,2016-12-16,CFFEX,2016-04-18,0.4,0,2016-12-16,IC1612,1,中证1612,"09:31-11:30,13:01-15:00",Future,000905.XSHG,IC,中证1612(IC1612)
300,2011-09-16,CFFEX,2011-01-24,0.15,0,2011-09-16,IF1109,1,沪深1109,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF,沪深1109(IF1109)
300,2011-08-19,CFFEX,2011-06-20,0.15,0,2011-08-19,IF1108,1,沪深1108,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF,沪深1108(IF1108)
10000,2017-06-09,CFFEX,2016-09-12,0.04,0,2017-06-09,T1706,1,10年期国债1706,"09:16-11:30,13:01-15:15",Future,null,T,10年期国债1706(T1706)
10000,2017-03-10,CFFEX,2016-06-14,0.012,0,2017-03-10,TF1703,1,国债1703,"09:16-11:30,13:01-15:15",Future,null,TF,国债1703(TF1703)
10000,2016-12-09,CFFEX,2016-03-14,0.02,0,2016-12-09,T1612,1,长债1612,"09:16-11:30,13:01-15:15",Future,null,T,长债1612(T1612)
10000,2017-03-10,CFFEX,2016-06-14,0.02,0,2017-03-10,T1703,1,长债1703,"09:16-11:30,13:01-15:15",Future,null,T,长债1703(T1703)
300,2011-10-21,CFFEX,2011-08-22,0.15,0,2011-10-21,IF1110,1,沪深1110,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF,沪深1110(IF1110)
300,2016-12-16,CFFEX,2016-04-18,0.4,0,2016-12-16,IH1612,1,上证1612,"09:31-11:30,13:01-15:00",Future,000016.XSHG,IH,上证1612(IH1612)
300,2016-12-16,CFFEX,2016-04-18,0.4,0,2016-12-16,IF1612,1,沪深1612,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF,沪深1612(IF1612)
300,2017-05-19,CFFEX,2017-03-20,0.2,0,2017-05-19,IH1705,1,上证50指数1705,"09:31-11:30,13:01-15:00",Future,000016.XSHG,IH,上证50指数1705(IH1705)
200,2017-05-19,CFFEX,2017-03-20,0.3,0,2017-05-19,IC1705,1,中证500指数1705,"09:31-11:30,13:01-15:00",Future,000905.XSHG,IC,中证500指数1705(IC1705)
300,2017-05-19,CFFEX,2017-03-20,0.2,0,2017-05-19,IF1705,1,IF1705,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF,IF1705(IF1705)
200,2016-06-17,CFFEX,2015-10-19,0.4,0,2016-06-17,IC1606,1,中证1606,"09:31-11:30,13:01-15:00",Future,000905.XSHG,IC,中证1606(IC1606)
300,2016-06-17,CFFEX,2015-10-19,0.4,0,2016-06-17,IF1606,1,沪深1606,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF,沪深1606(IF1606)
300,2016-06-17,CFFEX,2015-10-19,0.4,0,2016-06-17,IH1606,1,上证1606,"09:31-11:30,13:01-15:00",Future,000016.XSHG,IH,上证1606(IH1606)
300,2017-06-16,CFFEX,2016-10-24,0.2,0,2017-06-16,IH1706,1,上证50指数1706,"09:31-11:30,13:01-15:00",Future,000016.XSHG,IH,上证50指数1706(IH1706)
300,2017-06-16,CFFEX,2016-10-24,0.2,0,2017-06-16,IF1706,1,IF1706,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF,IF1706(IF1706)
200,2017-06-16,CFFEX,2016-10-24,0.3,0,2017-06-16,IC1706,1,中证500指数1706,"09:31-11:30,13:01-15:00",Future,000905.XSHG,IC,中证500指数1706(IC1706)
200,2017-03-17,CFFEX,2016-07-18,0.4,0,2017-03-17,IC1703,1,中证1703,"09:31-11:30,13:01-15:00",Future,000905.XSHG,IC,中证1703(IC1703)
300,2017-03-17,CFFEX,2016-07-18,0.4,0,2017-03-17,IF1703,1,沪深1703,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF,沪深1703(IF1703)
300,2017-03-17,CFFEX,2016-07-18,0.4,0,2017-03-17,IH1703,1,上证1703,"09:31-11:30,13:01-15:00",Future,000016.XSHG,IH,上证1703(IH1703)
300,2017-09-15,CFFEX,2017-01-23,0.2,0,2017-09-15,IF1709,1,IF1709,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF,IF1709(IF1709)
200,2017-09-15,CFFEX,2017-01-23,0.3,0,2017-09-15,IC1709,1,中证500指数1709,"09:31-11:30,13:01-15:00",Future,000905.XSHG,IC,中证500指数1709(IC1709)
300,2017-09-15,CFFEX,2017-01-23,0.2,0,2017-09-15,IH1709,1,上证50指数1709,"09:31-11:30,13:01-15:00",Future,000016.XSHG,IH,上证50指数1709(IH1709)
200,2017-04-21,CFFEX,2017-02-20,0.3,0,2017-04-21,IC1704,1,中证500指数1704,"09:31-11:30,13:01-15:00",Future,000905.XSHG,IC,中证500指数1704(IC1704)
300,2017-04-21,CFFEX,2017-02-20,0.2,0,2017-04-21,IH1704,1,上证50指数1704,"09:31-11:30,13:01-15:00",Future,000016.XSHG,IH,上证50指数1704(IH1704)
300,2017-04-21,CFFEX,2017-02-20,0.2,0,2017-04-21,IF1704,1,IF1704,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF,IF1704(IF1704)
300,2016-09-19,CFFEX,2016-01-18,0.4,0,2016-09-19,IF1609,1,沪深1609,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF,沪深1609(IF1609)
200,2016-09-19,CFFEX,2016-01-18,0.4,0,2016-09-19,IC1609,1,中证1609,"09:31-11:30,13:01-15:00",Future,000905.XSHG,IC,中证1609(IC1609)
300,2016-09-19,CFFEX,2016-01-18,0.4,0,2016-09-19,IH1609,1,上证1609,"09:31-11:30,13:01-15:00",Future,000016.XSHG,IH,上证1609(IH1609)
300,2016-02-19,CFFEX,2015-12-21,0.4,0,2016-02-19,IH1602,1,上证1602,"09:31-11:30,13:01-15:00",Future,000016.XSHG,IH,上证1602(IH1602)
200,2016-02-19,CFFEX,2015-12-21,0.4,0,2016-02-19,IC1602,1,中证1602,"09:31-11:30,13:01-15:00",Future,000905.XSHG,IC,中证1602(IC1602)
200,2016-07-15,CFFEX,2016-05-23,0.4,0,2016-07-15,IC1607,1,中证1607,"09:31-11:30,13:01-15:00",Future,000905.XSHG,IC,中证1607(IC1607)
300,2016-02-19,CFFEX,2015-12-21,0.4,0,2016-02-19,IF1602,1,沪深1602,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF,沪深1602(IF1602)
300,2016-07-15,CFFEX,2016-05-23,0.4,0,2016-07-15,IH1607,1,上证1607,"09:31-11:30,13:01-15:00",Future,000016.XSHG,IH,上证1607(IH1607)
200,2017-02-17,CFFEX,2016-12-19,0.4,0,2017-02-17,IC1702,1,中证1702,"09:31-11:30,13:01-15:00",Future,000905.XSHG,IC,中证1702(IC1702)
300,2016-07-15,CFFEX,2016-05-23,0.4,0,2016-07-15,IF1607,1,沪深1607,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF,沪深1607(IF1607)
300,2017-02-17,CFFEX,2016-12-19,0.4,0,2017-02-17,IH1702,1,上证1702,"09:31-11:30,13:01-15:00",Future,000016.XSHG,IH,上证1702(IH1702)
300,2017-02-17,CFFEX,2016-12-19,0.4,0,2017-02-17,IF1702,1,沪深1702,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF,沪深1702(IF1702)
300,2015-11-20,CFFEX,2015-09-21,0.4,0,2015-11-20,IH1511,1,上证1511,"09:31-11:30,13:01-15:00",Future,000016.XSHG,IH,上证1511(IH1511)
300,2015-11-20,CFFEX,2015-09-21,0.4,0,2015-11-20,IF1511,1,沪深1511,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF,沪深1511(IF1511)
300,2016-10-21,CFFEX,2016-08-22,0.4,0,2016-10-21,IF1610,1,沪深1610,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF,沪深1610(IF1610)
200,2016-10-21,CFFEX,2016-08-22,0.4,0,2016-10-21,IC1610,1,中证1610,"09:31-11:30,13:01-15:00",Future,000905.XSHG,IC,中证1610(IC1610)
